Crop,Question,Answer
,what can I use for storing my beans,A well aerated store with racks placed on the ground and beans placed in clean bags that do not accumulate moisture
,what makes cassava not to put tubers and yet it has grown well,Poor soils but also over fertilization
,what makes  beans to get dry when it still young,Bean rust and drought
,Why should I carry out crop rotation?,It is important in improving yields and cycling nutrients
,How many bean seeds planted per each hole?,Plant one or  two seeds per hole but one is the most recommended
,what are the best soil for maize,"Well drained, fertile loam soils that are deep enough to support plant growth. "
,which soil is suitable for growing of cassava,"Most soils that are well drained, fertile loam soils that are deep enough to support plant growth. "
,what are crop rotation,A management practice of Growing different crops on the same field in consecutive seasosns. 
,what is inorganic fertilizer.,A fertiliser manufactured from inorganic materials such as potasium and sulfur
,what fertilizer can I use when planting cassava cutting,"Fertilisers  such as NPK, CAN and Urea containing nitrogen applied just before planting are good for improved germination and vigor in plants"
,how many times do I need to weed my cassava in order to get good quality?,Weeding is done every time there are many weeds in the garden but atleast three times in the growing cycle
,how to store cassava,Store in a raised place off the ground  in good pico bags in a cool dry place making sure that pests do not tamper with the harvest
,How can I sun dry my crops at home,Put on a tarpauline or cemented floor and dry in the sun to reduce moisture
,As a farmer when should I harvest beans.,When the beans pods are yellowish green or dry brown
,which soil is suitable for maize growing,"Well drained, fertile loam soils that are deep enough to support plant growth. "
,which fertilizer is best for cassava garden,Nitrogen and sulfur fertlizers like NPK and SSP
,how can we control them in bean,Which ones? Not clear
,How can I space my bean seeds in the garden?,60X 20 cm  or 40X30 cm depending on variety
,how does cassava brown streak be spread,Whiteflies spread the disease but also mainly through infested/infected cassava stems
,what is irrigation.,The application of water in the garden
,which type of soil is good for growing maize,"Well drained, fertile loam soils that are deep enough to support plant growth. "
,what are common condition favorite for growing my beans,Loamy soils and in the right season when there is rainfall
,where can I store my cassava after harvesting,Store in a raised place off the ground  in good pico bags in a cool dry place making sure that pests do not tamper with the harvest
,are cassava leaves edible?,Yes. As a vegetable
,how long does it take maize to mature,About 90-120 days depending on variety
,how can we prevent pests and diseases in a cassava plant?,Use good crop management practices and where possible use chemicals (pesticides) to kill the pests
,how does cassava mosaic diseases spread,Cassava mosaic disease is caused by cassava mosaic virus which is mainly spread by whiteflies and use of diseased planting material
,what is the best time for planting beans,At beginning of the rainy season
,how does steaks plants appear on leaves when is affect,Streaks are yellowish islands on leaves affected by viral diseases
,What makes maize leaves to become white?,Lack of nutrients mainly
,does cassava have seeds suitable for planting?,Cassava seeds are not suitable for planting but can germinate and be used to get cassava cuttings or stakes 
,Which variety of cassava is high yielding?,"NAROCASS 1, NASE 14"
,when should a farmer plant cassava,At the beginning of the rainy season
,what are the common disease which affect beans,"Bean bacterial blight, anthracnose, bean rust, etc"
,what is soil erosion,This is the washing away of top soil from farm lands leading to loss in soil nutrients hence loss in soil fertility
,How can we control cassava mosaic,Cassava mosaic disease is controlled by the use clean planting material of resistant varieties 
,How can I reduce on weeds in my garden,Weed every time weeds appear and cut their seeding cycle
,which type of soil is suitable for planting cassava?,"Most soils that are Well drained, fertile loam soils that are deep enough to support plant growth. "
,what is spacing In beans,60cm (between row) and 20cm (between plants)
,what is flowering in plant,Production of flowers
,which pesticides are best for spraying sclerotium rolfsii,Available fungicides can be used. Seek advise from the district agric officer
,which variety of cassava is drought tolerant,"NAROCASS 1, NASE 3"
,what are the pests of maize,"Stem borers, fall army worm, termites, etc"
,what is flowering in a bean plant.,Production of flowers
,which variety of maize is drought tolerant,"Longe 10 H, Loneg 11 and other hybrids"
,what causes Cassava yellowish?,Yellowing is mainly caused by  viral diseases but lack of Nitrogen in the soil  can also cause yellowing
,what chemicals can I use for dressing my bean seeds,Carboxin and fluidoinil etc
,what can I use for drying maize,Dry your produce on tarpaulins or cement flor away from dust and grit that would contaminate them
